SITE,YEAR,MONTH,DAY,STID,TMAX,TMIN,TAVG,RAIN,TR05,TR25,TR60,TR75
MARE,2009,2,15,MARE,44.47,25.51,33.69,0,1.5669,1.5986,1.6658,1.6713
MARE,2009,2,16,MARE,54.68,26.25,40.86,0,1.5669,1.5913,1.6594,1.6649
MARE,2009,2,17,MARE,72.37,47.64,57.48,0,1.5662,1.5937,1.6652,1.6651
MARE,2009,2,18,MARE,58.3,31.75,47.38,0,1.5722,1.5924,1.6596,1.6622
MARE,2009,2,19,MARE,51.46,20.64,35.8,0,1.5767,1.5782,1.6427,1.65
MARE,2009,2,20,MARE,67.64,30.34,49.19,0,1.5795,1.5789,1.6431,1.6498
MARE,2009,2,21,MARE,50.61,26.07,34.96,0,1.5887,1.5815,1.6399,1.6477
MARE,2009,2,22,MARE,57.25,18.61,40.18,0,1.5943,1.5757,1.6313,1.6409
MARE,2009,2,23,MARE,58.59,33.28,46.32,0,1.5988,1.5804,1.6329,1.6392
MARE,2009,2,24,MARE,63.95,42.68,51.74,0,1.6028,1.5825,1.6399,1.6432
MARE,2009,2,25,MARE,70.32,39,53.47,0,1.6078,1.5848,1.6359,1.6424
MARE,2009,2,26,MARE,76.51,43.01,61.18,0,1.6146,1.589,1.6417,1.6472
MARE,2009,2,27,MARE,47.64,24.32,35.53,0,1.6284,1.5833,1.6311,1.64
MARE,2009,2,28,MARE,33.99,21.32,27.59,0,1.646,1.5816,1.6268,1.6374
MARE,2009,3,1,MARE,40.23,17.28,27.99,0,1.6632,1.5824,1.6226,1.6353
MARE,2009,3,2,MARE,51.33,19.31,36.81,0,1.6765,1.5868,1.6254,1.6345
MARE,2009,3,3,MARE,58.33,35.79,45.7,0,1.6934,1.5929,1.6329,1.6398
MARE,2009,3,4,MARE,73.47,40.04,57.12,0,1.7061,1.5974,1.6363,1.6428
MARE,2009,3,5,MARE,84.9,60.69,72.01,0,1.7144,1.5969,1.6401,1.6477
MARE,2009,3,6,MARE,83.59,45.57,68.17,0,1.7293,1.6001,1.6421,1.65
MARE,2009,3,7,MARE,75.88,63.16,69.33,0,1.747,1.5997,1.6409,1.6509
MARE,2009,3,8,MARE,69.33,39.5,55.5,0,1.7752,1.6035,1.6415,1.6496
MARE,2009,3,9,MARE,81.45,47.55,64.81,0.2,1.794,1.6008,1.6397,1.6472
MARE,2009,3,10,MARE,66.33,34.45,46.41,0.01,1.8046,1.6029,1.6393,1.6517
MARE,2009,3,11,MARE,42.05,25.69,33.45,0,1.8038,1.6003,1.6295,1.6455
MARE,2009,3,12,MARE,37.42,29.5,33.8,0.01,1.7982,1.6008,1.6295,1.647
MARE,2009,3,13,MARE,51.26,35.25,41.38,0,1.7984,1.6078,1.6355,1.6498
MARE,2009,3,14,MARE,58.95,36.89,46.5,0,1.8004,1.6136,1.6399,1.6547
MARE,2009,3,15,MARE,66.58,31.84,51.04,0,1.7993,1.6206,1.6429,1.6575
MARE,2009,3,16,MARE,74.97,41.1,56.7,0,1.8021,1.6336,1.6479,1.6636
MARE,2009,3,17,MARE,86.23,49.33,66.9,0,1.8059,1.6323,1.6502,1.6658
MARE,2009,3,18,MARE,80.82,54.45,66.56,0,1.8193,1.6377,1.6558,1.6715
MARE,2009,3,19,MARE,66.83,47.08,55.47,0,1.8435,1.6388,1.6515,1.6706
MARE,2009,3,20,MARE,67.39,47.95,56.6,0,1.8712,1.6383,1.6496,1.672
MARE,2009,3,21,MARE,70.68,50.85,60.07,0,1.9044,1.6445,1.6522,1.6758
MARE,2009,3,22,MARE,76.41,55.11,65.64,0,1.9349,1.649,1.6566,1.6803
MARE,2009,3,23,MARE,76.42,55.49,66.91,1.46,1.959,1.6539,1.6644,1.689
MARE,2009,3,24,MARE,64.89,42.92,53.45,0.81,1.5416,1.6042,1.6417,1.6583
MARE,2009,3,25,MARE,58.57,33.1,46.7,0,1.5455,1.6042,1.6381,1.6526
MARE,2009,3,26,MARE,54.55,37.88,47.1,0.05,1.5493,1.5995,1.6343,1.6453
MARE,2009,3,27,MARE,48.63,32.48,37.6,1.25,1.5465,1.5897,1.6254,1.6392
MARE,2009,3,28,MARE,37.69,29.97,33.26,0.16,1.5431,1.5715,1.613,1.627
MARE,2009,3,29,MARE,66.81,27.43,48.45,0.03,1.5446,1.5692,1.6094,1.6226
MARE,2009,3,30,MARE,76.35,44.67,58.87,0.38,1.5404,1.5675,1.6144,1.626
MARE,2009,3,31,MARE,58.48,33.07,45.32,0,1.5342,1.5517,1.5995,1.6142
MARE,2009,4,1,MARE,72.39,35.48,55.44,0,1.5382,1.5489,1.5957,1.6093
MARE,2009,4,2,MARE,57.33,30.64,47.21,0,1.5489,1.5489,1.5951,1.6102
MARE,2009,4,3,MARE,68.97,28.07,51.21,0,1.5499,1.5391,1.5846,1.6019
MARE,2009,4,4,MARE,80.06,46.98,64.1,0,1.5523,1.5434,1.5885,1.6019
MARE,2009,4,5,MARE,49.44,35.46,42.17,0,1.5619,1.5325,1.5786,1.5949
MARE,2009,4,6,MARE,49.8,29.58,38.35,0,1.5741,1.5317,1.5744,1.5898
MARE,2009,4,7,MARE,67.73,22.13,46.15,0,1.5858,1.53,1.5682,1.5849
MARE,2009,4,8,MARE,76.5,37.84,59.48,0,1.6011,1.5336,1.5738,1.5847
MARE,2009,4,9,MARE,83.68,46.99,66.4,0,1.6374,1.5385,1.5796,1.5889
MARE,2009,4,10,MARE,61.12,41.08,49.45,0,1.6796,1.5321,1.5698,1.5806
MARE,2009,4,11,MARE,67.96,34.83,54.58,0.02,1.7118,1.5297,1.5672,1.574
MARE,2009,4,12,MARE,52.54,47.34,49.1,1.2,1.5768,1.5257,1.5672,1.5717
MARE,2009,4,13,MARE,55.18,39.86,46.24,0,1.5519,1.5161,1.5599,1.5632
MARE,2009,4,14,MARE,71.55,37.33,55.98,0,1.544,1.5116,1.5579,1.5602
MARE,2009,4,15,MARE,73.83,47.75,61.08,0,1.5433,1.5116,1.5599,1.5604
MARE,2009,4,16,MARE,71.82,54.18,63.02,0,1.5446,1.509,1.5559,1.5563
MARE,2009,4,17,MARE,65.68,53.15,58.32,0.01,1.5532,1.5118,1.5571,1.5533
MARE,2009,4,18,MARE,68.04,47.52,57.17,0.87,1.554,1.5103,1.5545,1.5502
MARE,2009,4,19,MARE,61.32,48.22,54.13,0.54,1.5399,1.4943,1.5471,1.5397
MARE,2009,4,20,MARE,79.07,40.47,60.12,0,1.5312,1.4899,1.5435,1.5367
MARE,2009,4,21,MARE,78.42,47.37,63.17,0,1.5303,1.4856,1.5497,1.5361
MARE,2009,4,22,MARE,91.85,57.79,75.35,0,1.5325,1.4845,1.5483,1.5357
MARE,2009,4,23,MARE,90.18,61.99,78.32,0,1.5433,1.4875,1.5481,1.5355
MARE,2009,4,24,MARE,84.99,67.06,75.23,0,1.5736,1.4873,1.5493,1.535
MARE,2009,4,25,MARE,82.74,67.73,74.43,0,1.6276,1.4828,1.5493,1.5336
MARE,2009,4,26,MARE,78.51,62.15,71.98,0.5,1.6726,1.4835,1.5431,1.5308
MARE,2009,4,27,MARE,78.53,50.74,62.09,0.04,1.5282,1.4777,1.541,1.528
MARE,2009,4,28,MARE,61.41,47.71,53.62,0,1.5327,1.4726,1.534,1.5229
MARE,2009,4,29,MARE,68.31,56.41,62.78,1.11,1.5282,1.4707,1.5322,1.5203
MARE,2009,4,30,MARE,74.08,59.61,66.34,0.07,1.5175,1.469,1.5324,1.5212
MARE,2009,5,1,MARE,68.63,50.02,58.91,0.07,1.5141,1.4638,1.5306,1.5204
MARE,2009,5,2,MARE,58.21,48.88,53.68,0.51,1.5182,1.4557,1.5262,1.5148
MARE,2009,5,3,MARE,63.07,51.94,55.63,0.1,1.5143,1.4519,1.5272,1.5161
MARE,2009,5,4,MARE,62.24,49.01,55.43,0.3,1.5056,1.4485,1.5258,1.5154
MARE,2009,5,5,MARE,59.74,52.34,57,0.3,1.4973,1.4423,1.5236,1.5129
MARE,2009,5,6,MARE,76.57,57.04,64.88,0.01,1.4979,1.4389,1.524,1.5146
MARE,2009,5,7,MARE,83.08,57.02,70.23,0.01,1.5021,1.4387,1.5262,1.5161
MARE,2009,5,8,MARE,78.13,68.43,73.71,0.01,1.4992,1.4387,1.5274,1.5148
MARE,2009,5,9,MARE,68.18,57.16,61.77,0.01,1.5075,1.4363,1.5256,1.5146
MARE,2009,5,10,MARE,63.9,54.34,57.91,0.06,1.5186,1.4374,1.5244,1.515
MARE,2009,5,11,MARE,67.55,51.06,58.36,0.12,1.5143,1.4378,1.5226,1.5127
MARE,2009,5,12,MARE,71.19,56.1,61.67,0.09,1.5126,1.4376,1.5207,1.5116
MARE,2009,5,13,MARE,87.39,66.02,77.15,0.94,1.5077,1.4438,1.5282,1.5157
MARE,2009,5,14,MARE,74.01,57.87,65.74,0,1.4941,1.4357,1.5211,1.511
MARE,2009,5,15,MARE,84.22,62.06,73.42,0.36,1.4892,1.4338,1.5242,1.5125
MARE,2009,5,16,MARE,67.91,50.45,60.82,0.01,1.484,1.4289,1.5199,1.5116
MARE,2009,5,17,MARE,70.74,44.34,58.26,0,1.4917,1.4259,1.5185,1.5099
MARE,2009,5,18,MARE,76.23,45.67,61.85,0,1.506,1.4263,1.5216,1.5108
MARE,2009,5,19,MARE,79.07,48.92,65.66,0,1.5199,1.4286,1.5181,1.5116
MARE,2009,5,20,MARE,78.26,51.21,65.8,0,1.566,1.4312,1.5213,1.5086
MARE,2009,5,21,MARE,80.35,53.6,68.17,0,1.6506,1.4318,1.5216,1.5097
MARE,2009,5,22,MARE,83.03,60.85,71.99,0,1.7671,1.4365,1.5234,1.5114
MARE,2009,5,23,MARE,83.55,62.2,71.92,0,1.9098,1.4384,1.5242,1.5116
MARE,2009,5,24,MARE,82.42,60.17,70.91,0,2.0606,1.4421,1.5234,1.5114
MARE,2009,5,25,MARE,84.09,61.9,72.93,0,2.202,1.4472,1.5264,1.512
MARE,2009,5,26,MARE,82.94,61.23,70.79,0.04,2.3402,1.4489,1.5286,1.511
MARE,2009,5,27,MARE,65.19,49.15,59.36,0,2.5029,1.4508,1.5288,1.5091
MARE,2009,5,28,MARE,78.76,50.49,65.12,0,2.645,1.4568,1.5278,1.5074
MARE,2009,5,29,MARE,86.22,52.9,71.01,0,2.8397,1.4734,1.5298,1.5089
MARE,2009,5,30,MARE,90.19,58.39,75.41,0,3.0323,1.56,1.5318,1.508
MARE,2009,5,31,MARE,89.92,60.01,76.8,0,3.2239,1.653,1.5334,1.5118
MARE,2009,6,1,MARE,86.79,66.79,76.87,0,3.3661,1.7714,1.5338,1.5146
MARE,2009,6,2,MARE,82.27,64.18,72.8,0,3.4395,1.8766,1.5334,1.5135
MARE,2009,6,3,MARE,71.76,57.45,65.46,0.02,3.4728,1.9354,1.5344,1.5131
MARE,2009,6,4,MARE,78.55,51.76,66.33,0,3.4958,1.9817,1.5334,1.5133
MARE,2009,6,5,MARE,84.45,54.86,71.03,0,3.5227,2.0329,1.5342,1.5127
MARE,2009,6,6,MARE,88.12,67.62,78.08,0,3.5487,2.0954,1.5416,1.5176
MARE,2009,6,7,MARE,89.82,70.72,80,0,3.5717,2.1592,1.5453,1.5184
MARE,2009,6,8,MARE,86.11,66.92,77.42,0.03,3.5892,2.2219,1.5455,1.5189
MARE,2009,6,9,MARE,90.79,69.4,80.22,0,3.5914,2.2696,1.5491,1.5204
MARE,2009,6,10,MARE,85.12,60.67,73.16,0.27,3.6108,2.3285,1.5549,1.5221
MARE,2009,6,11,MARE,82.69,60.78,70.5,0.01,3.5688,2.3789,1.5531,1.5206
MARE,2009,6,12,MARE,84.72,64.26,73.03,0.93,2.8242,2.2654,1.5587,1.5238
MARE,2009,6,13,MARE,86.02,67.71,76.62,0,2.4025,2.1773,1.5635,1.5246
MARE,2009,6,14,MARE,80.82,67.41,74.01,0.51,2.2613,2.1747,1.5688,1.5255
MARE,2009,6,15,MARE,91.42,72,82.1,0,1.9953,2.1489,1.5764,1.5267
MARE,2009,6,16,MARE,91.56,75.43,83.21,0,1.9501,2.1353,1.5955,1.5312
MARE,2009,6,17,MARE,92.79,70.63,81.98,0,1.9895,2.147,1.6343,1.5321
MARE,2009,6,18,MARE,91.6,73.11,82.83,0,2.0629,2.1666,1.6835,1.5329
MARE,2009,6,19,MARE,91.63,77.56,83.63,0,2.1651,2.1956,1.7492,1.5355
MARE,2009,6,20,MARE,91.11,72.75,81.69,0.08,2.2743,2.2276,1.794,1.5385
MARE,2009,6,21,MARE,94.98,76.51,85.39,0,2.4547,2.2699,1.8368,1.5423
MARE,2009,6,22,MARE,98.33,72.12,85.65,0,2.7066,2.3321,1.8843,1.5516
MARE,2009,6,23,MARE,98.08,73.89,85.66,0,2.9948,2.419,1.9345,1.5636
MARE,2009,6,24,MARE,98.51,70.77,85.34,0,3.2245,2.5454,1.989,1.5857
MARE,2009,6,25,MARE,99.73,71.11,85.71,0,3.3567,2.6856,2.0424,1.644
MARE,2009,6,26,MARE,100.2,73.24,86.53,0,3.4416,2.847,2.1043,1.7314
MARE,2009,6,27,MARE,101.07,71.26,85.78,0,3.5001,3.0192,2.1668,1.8116
MARE,2009,6,28,MARE,90.43,67.78,78.71,0.1,3.5331,3.1373,2.2237,1.8742
MARE,2009,6,29,MARE,93.04,63.39,80.19,0,3.5551,3.2169,2.2711,1.9255
MARE,2009,6,30,MARE,97.45,69.35,82.8,0,3.5679,3.2851,2.3308,1.9745
MARE,2009,7,1,MARE,92.8,65.46,79.42,0,3.5929,3.3427,2.3896,2.025
MARE,2009,7,2,MARE,95.97,65.88,81.44,0,3.6142,3.3828,2.4539,2.0712
MARE,2009,7,3,MARE,100.2,70.77,85.71,0,3.6302,3.4157,2.5309,2.1172
MARE,2009,7,4,MARE,89.64,71.08,78.67,0.26,3.6415,3.4259,2.5665,2.1525
MARE,2009,7,5,MARE,80.58,63.88,72.84,0,3.5918,3.4295,2.5926,2.1717
MARE,2009,7,6,MARE,85.82,61.3,73.23,0,3.5613,3.447,2.6354,2.191
MARE,2009,7,7,MARE,90.19,62.53,76.5,0,3.5675,3.4602,2.6893,2.2145
MARE,2009,7,8,MARE,90.84,68.97,76.52,0.2,3.5703,3.4609,2.73,2.2385
MARE,2009,7,9,MARE,100.31,71.91,85.33,0,3.5513,3.4615,2.7829,2.2626
MARE,2009,7,10,MARE,104.5,78.1,91.08,0,3.5673,3.4686,2.8556,2.2937
MARE,2009,7,11,MARE,107.74,81.21,92.44,0,3.6031,3.4856,2.935,2.3281
MARE,2009,7,12,MARE,106.99,81.32,93.07,0,3.6268,3.5052,3.0138,2.3597
MARE,2009,7,13,MARE,104.49,78.66,91.09,0,3.647,3.5217,3.0962,2.3959
MARE,2009,7,14,MARE,103.69,82.56,92.47,0,3.6673,3.536,3.1665,2.4355
MARE,2009,7,15,MARE,100.63,72.64,86.7,0,3.6852,3.5522,3.2294,2.4934
MARE,2009,7,16,MARE,90.75,67.59,78.14,0.9,3.4606,3.5439,3.221,2.5453
MARE,2009,7,17,MARE,82.72,65.89,74.51,0,2.9279,3.506,3.1833,2.5794
MARE,2009,7,18,MARE,87.89,62.47,75.42,0,2.7275,3.485,3.1534,2.5858
MARE,2009,7,19,MARE,88.93,66.49,77.5,0,2.6945,3.4609,3.1454,2.6005
MARE,2009,7,20,MARE,95.94,65.21,81.28,0,2.7606,3.44,3.1339,2.6177
MARE,2009,7,21,MARE,83.73,65.37,74.9,0.92,1.9264,3.4114,3.1291,2.642
MARE,2009,7,22,MARE,84.92,61.27,73.32,0,1.6732,3.3389,3.1147,2.6484
MARE,2009,7,23,MARE,90.41,59.99,76.57,0,1.7679,3.2836,3.1136,2.6592
MARE,2009,7,24,MARE,94.87,67.08,81.43,0,1.9093,3.2395,3.1132,2.678
MARE,2009,7,25,MARE,94.77,69.57,81.21,0,2.0847,3.2158,3.1072,2.6948
MARE,2009,7,26,MARE,87.66,70.32,77.33,0.01,2.2459,3.2028,3.0978,2.7065
MARE,2009,7,27,MARE,78.76,64.99,71.9,0.14,2.3767,3.2005,3.0857,2.7137
MARE,2009,7,28,MARE,88.09,64.17,72.99,0.31,2.4936,3.1994,3.0903,2.7216
MARE,2009,7,29,MARE,83.61,66.63,73.17,0.85,1.7961,3.1352,3.0909,2.7344
MARE,2009,7,30,MARE,82.63,64.8,72.79,2.05,1.4883,1.6479,1.7265,1.7162
MARE,2009,7,31,MARE,84.36,59.02,73.21,0,1.5017,1.5856,1.6602,1.6609
MARE,2009,8,1,MARE,85.05,65.35,74.86,0.03,1.535,1.5814,1.6558,1.6536
MARE,2009,8,2,MARE,87.12,57.27,74.23,0,1.606,1.5756,1.6459,1.6445
MARE,2009,8,3,MARE,96.39,73.17,84.75,0,1.7319,1.5878,1.6459,1.6453
MARE,2009,8,4,MARE,96.58,71.96,85.92,0,1.9149,1.6255,1.6455,1.6428
MARE,2009,8,5,MARE,90.43,71.64,81.46,0.71,2.0058,1.6763,1.6449,1.6468
MARE,2009,8,6,MARE,85.91,69.49,75.44,0.34,1.4913,1.6633,1.6479,1.6556
MARE,2009,8,7,MARE,93.54,72.72,83.3,0,1.4956,1.5664,1.6564,1.6728
MARE,2009,8,8,MARE,92.44,75.43,84.12,0,1.5508,1.5656,1.669,1.6983
MARE,2009,8,9,MARE,91.96,74.32,83.03,0,1.6741,1.5805,1.6861,1.7428
MARE,2009,8,10,MARE,93.88,66.88,78.99,1.49,1.7121,1.6116,1.7012,1.7641
MARE,2009,8,11,MARE,85.1,66.69,74.79,0.26,1.4858,1.5622,1.6614,1.663
MARE,2009,8,12,MARE,88.36,66.85,77.65,0,1.5007,1.5617,1.6536,1.6558
MARE,2009,8,13,MARE,86.02,64.27,75.25,0,1.5389,1.5605,1.6443,1.6449
MARE,2009,8,14,MARE,87.37,64.74,75.97,0,1.6203,1.5605,1.6345,1.6377
MARE,2009,8,15,MARE,89.37,72.32,80.28,0.05,1.7208,1.5683,1.6331,1.6334
MARE,2009,8,16,MARE,93.27,75.11,83.69,0,1.8409,1.6018,1.6303,1.6292
MARE,2009,8,17,MARE,87.13,66.34,79.36,0.79,1.9669,1.6479,1.6262,1.6281
MARE,2009,8,18,MARE,79.16,64.94,70.23,1.28,1.5312,1.6023,1.6072,1.6132
MARE,2009,8,19,MARE,85.71,66.06,74.15,1,1.4836,1.585,1.6017,1.6079
MARE,2009,8,20,MARE,82.45,64.04,73.61,0.25,1.4808,1.5671,1.5931,1.6
MARE,2009,8,21,MARE,86.14,60.62,73.56,0,1.4924,1.5609,1.5871,1.593
MARE,2009,8,22,MARE,80.6,64.44,71.58,0,1.5175,1.5626,1.5889,1.5925
MARE,2009,8,23,MARE,85.01,62.62,73.64,0,1.5591,1.5607,1.5844,1.5868
MARE,2009,8,24,MARE,87.04,67.37,76.65,0,1.6421,1.5607,1.5855,1.5895
MARE,2009,8,25,MARE,90.9,68.49,79,0,1.7487,1.5752,1.5859,1.5874
MARE,2009,8,26,MARE,88.86,69.55,77.78,0.07,1.8669,1.6144,1.5857,1.5876
MARE,2009,8,27,MARE,82.72,66.58,73.17,0.02,1.9716,1.649,1.5883,1.5863
MARE,2009,8,28,MARE,81.93,62.62,70.97,0,2.0689,1.6829,1.5832,1.5846
MARE,2009,8,29,MARE,80.31,61.21,69.99,0,2.1834,1.7328,1.5846,1.5847
MARE,2009,8,30,MARE,75.9,57.6,65.81,0,2.2941,1.7821,1.5861,1.5827
MARE,2009,8,31,MARE,73.98,51.28,63.16,0,2.4146,1.8251,1.5921,1.583
MARE,2009,9,1,MARE,78.15,57.7,67.56,0,2.5106,1.8648,1.5989,1.5863
MARE,2009,9,2,MARE,77.7,63.88,69.66,0.01,2.6232,1.9043,1.6178,1.591
MARE,2009,9,3,MARE,82,61.59,71.11,0,2.7482,1.9388,1.6469,1.5957
MARE,2009,9,4,MARE,79.34,64.02,70.8,0,2.8402,1.9723,1.6777,1.603
MARE,2009,9,5,MARE,81.36,64.45,71.27,0,2.9093,2.0075,1.7179,1.6113
MARE,2009,9,6,MARE,84.74,63.32,72.9,0,2.9837,2.0384,1.7669,1.6253
MARE,2009,9,7,MARE,89.08,65.34,75.41,0.26,3.0063,2.0775,1.8091,1.6385
MARE,2009,9,8,MARE,90.12,69.3,75.19,1.01,2.6578,2.1086,1.839,1.656
MARE,2009,9,9,MARE,88.99,67.03,75.27,0.06,1.6692,2.1137,1.8597,1.7013
MARE,2009,9,10,MARE,73.92,70.02,71.54,0.3,1.5762,2.0956,1.869,1.7326
MARE,2009,9,11,MARE,77.31,67.95,72.05,0.11,1.4939,2.08,1.8724,1.752
MARE,2009,9,12,MARE,79.88,67.51,71.67,0.04,1.4975,2.0389,1.8796,1.768
MARE,2009,9,13,MARE,71.33,63.27,68.07,0.09,1.5003,1.9815,1.8857,1.7822
MARE,2009,9,14,MARE,68.31,62.96,65.59,0.52,1.496,1.6726,1.8818,1.7888
MARE,2009,9,15,MARE,74.82,64.6,68.66,0,1.4992,1.5771,1.8678,1.7969
MARE,2009,9,16,MARE,75.85,65.53,69.65,0.1,1.4996,1.5737,1.8226,1.8033
MARE,2009,9,17,MARE,80.4,65.08,70.84,0.05,1.4992,1.5666,1.7747,1.8029
MARE,2009,9,18,MARE,76.21,63.23,69.24,0,1.5071,1.5624,1.7468,1.8005
MARE,2009,9,19,MARE,78.87,58.82,67.68,0.89,1.5022,1.5534,1.6809,1.7237
MARE,2009,9,20,MARE,82.44,58.42,69.9,0,1.5015,1.5464,1.6405,1.6455
MARE,2009,9,21,MARE,83.52,63.37,71.39,0.02,1.5054,1.5496,1.6393,1.6449
MARE,2009,9,22,MARE,69.78,51.73,60.1,0.16,1.5067,1.5427,1.6268,1.634
MARE,2009,9,23,MARE,69.35,46.9,57.51,0,1.5109,1.5423,1.617,1.6262
MARE,2009,9,24,MARE,69.04,47.97,58.04,0.01,1.5207,1.5417,1.6154,1.6232
MARE,2009,9,25,MARE,78.01,49.62,63.72,0,1.5346,1.5472,1.615,1.6196
MARE,2009,9,26,MARE,81.77,51.67,66.01,0,1.5583,1.5509,1.6118,1.6166
MARE,2009,9,27,MARE,92.26,56.08,74.6,0,1.6067,1.5679,1.6122,1.6166
MARE,2009,9,28,MARE,73.35,51.35,63.01,0,1.6845,1.6153,1.6128,1.6153
MARE,2009,9,29,MARE,75.52,44.99,60.5,0,1.7661,1.6495,1.6088,1.6112
MARE,2009,9,30,MARE,81.86,52.25,67.66,0,1.8266,1.672,1.6102,1.611
MARE,2009,10,1,MARE,79.41,45.52,69.99,0,1.8904,1.7051,1.62,1.6177
MARE,2009,10,2,MARE,71.76,43.15,56.85,0,1.9723,1.7383,1.614,1.6108
MARE,2009,10,3,MARE,67.01,39.08,56.05,0,2.0386,1.7676,1.6122,1.6117
MARE,2009,10,4,MARE,61.72,53.55,56.56,0.5,2.084,1.7818,1.6192,1.6132
MARE,2009,10,5,MARE,59.99,53.6,56.78,0.02,2.0482,1.7859,1.625,1.6166
MARE,2009,10,6,MARE,65.86,45.75,59.18,0.04,1.9738,1.7936,1.6319,1.6223
MARE,2009,10,7,MARE,70.75,40.51,54.98,0.09,1.9192,1.8066,1.6327,1.6179
MARE,2009,10,8,MARE,61.52,47.08,56.64,2.71,1.6472,1.672,1.6234,1.6115
MARE,2009,10,9,MARE,51.44,37.67,46.22,0.01,1.5252,1.6012,1.6063,1.6034
MARE,2009,10,10,MARE,56.82,35.43,44.45,0,1.5318,1.5952,1.6041,1.5995
MARE,2009,10,11,MARE,49.01,37.41,43.23,0.01,1.5344,1.5895,1.5981,1.5947
MARE,2009,10,12,MARE,58.66,48.13,53.41,0.06,1.5344,1.5856,1.5999,1.5917
MARE,2009,10,13,MARE,55.2,49.39,53,0.1,1.5316,1.5814,1.5973,1.5925
MARE,2009,10,14,MARE,51.89,44.83,48.84,0.13,1.5242,1.5705,1.5909,1.587
MARE,2009,10,15,MARE,56.07,42.99,48.33,0,1.5141,1.5496,1.5802,1.5781
MARE,2009,10,16,MARE,63,40.68,50.33,0,1.5261,1.5536,1.5832,1.5829
MARE,2009,10,17,MARE,57.52,36.42,47.7,0,1.5323,1.5504,1.5794,1.5795
MARE,2009,10,18,MARE,70.18,34.31,52.5,0.01,1.5357,1.5442,1.5718,1.5736
MARE,2009,10,19,MARE,76.48,55.09,64.66,0,1.5397,1.5519,1.5804,1.5753
MARE,2009,10,20,MARE,79.45,60.37,68.4,0,1.5406,1.5498,1.5804,1.5746
MARE,2009,10,21,MARE,66.94,57.36,62.51,0.41,1.5423,1.547,1.5772,1.5697
MARE,2009,10,22,MARE,57.38,43.72,49.79,0.07,1.5239,1.5366,1.5734,1.5661
MARE,2009,10,23,MARE,52.68,38.29,44.66,0,1.5299,1.5346,1.5692,1.5608
MARE,2009,10,24,MARE,72.3,37.21,55.7,0,1.5325,1.5312,1.5648,1.5566
MARE,2009,10,25,MARE,62.87,50.16,55.72,0.02,1.5357,1.5334,1.5658,1.557
MARE,2009,10,26,MARE,58.5,42.54,49.51,0,1.5376,1.5276,1.5611,1.5527
MARE,2009,10,27,MARE,64.35,36.33,50.63,0,1.5429,1.5321,1.5642,1.5516
MARE,2009,10,28,MARE,67.21,48.13,57.41,0,1.5489,1.5317,1.564,1.5482
MARE,2009,10,29,MARE,65.17,45.13,56.39,2.11,1.534,1.5193,1.5557,1.5416
MARE,2009,10,30,MARE,55.81,41.64,46.78,0,1.5263,1.5078,1.5509,1.5365
MARE,2009,10,31,MARE,71.55,38.76,54.06,0,1.5295,1.508,1.5507,1.5365
MARE,2009,11,1,MARE,76.66,44.07,59.86,0,1.5337,1.5059,1.5509,1.5329
MARE,2009,11,2,MARE,72.48,43.7,57.69,0,1.5367,1.5029,1.5499,1.5308
MARE,2009,11,3,MARE,68.85,37.67,52.88,0,1.5367,1.5022,1.5461,1.5297
MARE,2009,11,4,MARE,70.54,43.36,56.69,0,1.5418,1.4999,1.5451,1.527
MARE,2009,11,5,MARE,77.23,44.08,60.32,0,1.5442,1.4986,1.5418,1.5253
MARE,2009,11,6,MARE,79.23,55.56,67.47,0,1.55,1.502,1.5513,1.5286
MARE,2009,11,7,MARE,81.66,58.93,68.33,0,1.5598,1.5018,1.5509,1.5284
MARE,2009,11,8,MARE,74.3,54.7,61.8,0,1.5719,1.5029,1.5479,1.5244
MARE,2009,11,9,MARE,75.2,55.15,63.29,0.01,1.583,1.4997,1.5451,1.524
MARE,2009,11,10,MARE,59.54,51.3,55.89,0.05,1.6046,1.4982,1.5447,1.5221
MARE,2009,11,11,MARE,67.33,45.87,55.01,0,1.6276,1.4997,1.5447,1.5212
MARE,2009,11,12,MARE,71.4,47.26,58.47,0,1.6419,1.5005,1.5441,1.5201
MARE,2009,11,13,MARE,73.49,57,63.22,0,1.6617,1.5054,1.5491,1.521
MARE,2009,11,14,MARE,63.54,50.88,54.97,0,1.6892,1.5078,1.5495,1.5206
MARE,2009,11,15,MARE,52.92,40.35,49.49,0.26,1.7091,1.5069,1.5433,1.5191
MARE,2009,11,16,MARE,41.34,36.49,39.09,0.04,1.6944,1.5018,1.5425,1.5169
MARE,2009,11,17,MARE,46.24,38.68,42.61,0,1.6474,1.5048,1.5402,1.5157
MARE,2009,11,18,MARE,58.95,29.9,44.01,0,1.5935,1.5101,1.5439,1.518
MARE,2009,11,19,MARE,69.21,37.49,52.31,0,1.5734,1.5099,1.5477,1.5187
MARE,2009,11,20,MARE,56.21,49.73,52.58,0.02,1.5726,1.514,1.5499,1.5212
MARE,2009,11,21,MARE,62.46,46.19,52.91,0.01,1.5728,1.5163,1.5509,1.5206
MARE,2009,11,22,MARE,66.16,41.91,50.98,0,1.5764,1.5148,1.5475,1.5189
MARE,2009,11,23,MARE,63.79,34.52,47,0.01,1.5817,1.5169,1.5485,1.5201
