SITE,YEAR,MONTH,DAY,STID,TMAX,TMIN,TAVG,RAIN,TR05,TR25,TR60,TR75
MARE,1997,3,1,MARE,56.41,36.42,48.88,0,1.5061,1.5722,1.5726,1.6281
MARE,1997,3,2,MARE,52.59,29.87,39.7,0,1.51,1.5713,1.5718,1.6285
MARE,1997,3,3,MARE,70.99,27.79,49.03,0,1.5137,1.5728,1.5684,1.6255
MARE,1997,3,4,MARE,55.51,39.41,46.16,0,1.5101,1.5654,1.5666,1.626
MARE,1997,3,5,MARE,50.9,29.35,39.45,0,1.5269,1.5636,1.5644,1.6238
MARE,1997,3,6,MARE,64.92,31.44,47.95,0,1.5523,1.5602,1.5615,1.6185
MARE,1997,3,7,MARE,66.97,41.21,52.29,0,1.5948,1.5583,1.5617,1.6206
MARE,1997,3,8,MARE,63.5,36.75,51.92,0.01,1.6408,1.5532,1.5561,1.6174
MARE,1997,3,9,MARE,66.06,40.84,57.29,0.01,1.6639,1.5506,1.5563,1.6174
MARE,1997,3,10,MARE,70.48,34.15,52.3,0,1.7093,1.5504,1.5543,1.6159
MARE,1997,3,11,MARE,81.12,40.81,60.9,0,1.744,1.5445,1.5507,1.613
MARE,1997,3,12,MARE,73.35,48.11,60,0,1.8019,1.5445,1.5463,1.613
MARE,1997,3,13,MARE,58.95,37.04,52.1,0,1.862,1.5427,1.5441,1.6104
MARE,1997,3,14,MARE,40.99,25.72,32.29,0,1.934,1.5528,1.5501,1.617
MARE,1997,3,15,MARE,47.12,21.77,34.01,0,1.983,1.5489,1.5443,1.6115
MARE,1997,3,16,MARE,51.85,29.31,42.57,0,2.0309,1.5487,1.5404,1.607
MARE,1997,3,17,MARE,68.45,45.32,56.79,0,2.0518,1.5474,1.5439,1.6094
MARE,1997,3,18,MARE,66.67,38.83,51.91,0.01,2.0744,1.541,1.5394,1.6077
MARE,1997,3,19,MARE,58.87,37.65,45.48,0,2.1059,1.5421,1.5399,1.6043
MARE,1997,3,20,MARE,82.35,36.08,59.6,0,2.1187,1.539,1.5367,1.6035
MARE,1997,3,22,MARE,67.46,43.42,54.89,0,2.2634,1.5396,1.5386,1.6034
MARE,1997,3,23,MARE,75.6,42.52,58.24,0,2.3387,1.5453,1.5376,1.6059
MARE,1997,3,24,MARE,77.38,50.77,66.57,0.68,2.3997,1.5404,1.5276,1.5949
MARE,1997,3,25,MARE,58.91,40.05,49.24,0.01,2.3611,1.5402,1.5342,1.5955
MARE,1997,3,26,MARE,68.36,33.27,51.99,0,2.2327,1.5474,1.5328,1.5896
MARE,1997,3,27,MARE,74.7,45,62.05,0,2.1935,1.5445,1.528,1.5874
MARE,1997,3,28,MARE,68.7,46.65,59.39,0,2.1935,1.5396,1.5284,1.588
MARE,1997,3,29,MARE,80.85,42.88,59,0.15,2.2342,1.541,1.5272,1.5842
MARE,1997,3,30,MARE,62.64,39.51,51.99,0,2.2879,1.5453,1.5268,1.584
MARE,1997,3,31,MARE,71.82,33.54,56.56,0,2.27,1.5436,1.5224,1.5798
MARE,1997,4,1,MARE,67.59,49.17,59.26,0,2.2862,1.5423,1.5181,1.5797
MARE,1997,4,2,MARE,70.99,49.8,61.11,0,2.3084,1.5415,1.5201,1.5785
MARE,1997,4,3,MARE,75.49,55.08,62.73,0.07,2.3447,1.5436,1.5183,1.578
MARE,1997,4,4,MARE,63.88,54.5,59.79,0.71,1.9821,1.5413,1.5167,1.578
MARE,1997,4,5,MARE,73.94,46.58,61.46,0.05,1.5075,1.5372,1.5109,1.5712
MARE,1997,4,6,MARE,58.21,36.06,47.03,0,1.5177,1.5368,1.5091,1.571
MARE,1997,4,7,MARE,65.77,36.4,52,0,1.5314,1.537,1.5063,1.5689
MARE,1997,4,8,MARE,51.49,32.62,40.81,1.54,1.5516,1.5351,1.5071,1.5644
MARE,1997,4,9,MARE,51.8,32.96,42.32,0.01,1.5356,1.5278,1.5017,1.56
MARE,1997,4,10,MARE,69.51,48.63,57.39,0.63,1.5173,1.53,1.5037,1.561
MARE,1997,4,11,MARE,49.14,28.67,36.04,1.31,1.5178,1.5287,1.5017,1.5595
MARE,1997,4,12,MARE,39.21,26.15,31.93,0,1.5148,1.5322,1.5013,1.5616
MARE,1997,4,13,MARE,52.11,21.89,38.78,0,1.5087,1.5284,1.498,1.5563
MARE,1997,4,14,MARE,65.08,31.19,49.46,0,1.5031,1.5287,1.4996,1.561
MARE,1997,4,15,MARE,75,40.42,58.73,0,1.4972,1.5206,1.4936,1.558
MARE,1997,4,16,MARE,64.35,47.77,54.24,0.24,1.4904,1.515,1.4894,1.5527
MARE,1997,4,17,MARE,72.97,42.1,57.98,0,1.4885,1.5142,1.4904,1.5555
MARE,1997,4,18,MARE,81.52,50.85,66.26,0,1.499,1.509,1.4924,1.5536
MARE,1997,4,19,MARE,80.35,52.36,66.29,0,1.561,1.5118,1.49,1.5517
MARE,1997,4,20,MARE,84.02,49.57,68.05,0,1.672,1.508,1.4872,1.5533
MARE,1997,4,21,MARE,74.95,52.07,62.67,0,1.8134,1.5067,1.4848,1.5533
MARE,1997,4,22,MARE,68.4,51.82,59.07,0.1,1.9637,1.5065,1.4818,1.5516
MARE,1997,4,23,MARE,63.7,45.88,53.9,0,2.0862,1.5099,1.4846,1.5527
MARE,1997,4,24,MARE,57.99,44.2,50.33,0.19,2.1843,1.5184,1.4866,1.5544
MARE,1997,4,25,MARE,53.78,48.42,50.48,0.33,2.0081,1.521,1.4866,1.5548
MARE,1997,4,26,MARE,58.03,49.03,52.6,0.32,1.5175,1.5129,1.4777,1.5478
MARE,1997,4,27,MARE,65.55,48.18,55.91,0.06,1.5007,1.5088,1.4749,1.5442
MARE,1997,4,28,MARE,71.38,43.01,59.61,0,1.4977,1.5044,1.4731,1.544
MARE,1997,4,29,MARE,79.88,47.1,66.02,0,1.5124,1.5031,1.4737,1.5421
MARE,1997,4,30,MARE,70.83,48.58,61.16,0,1.6001,1.4965,1.4699,1.5425
MARE,1997,5,1,MARE,76.84,44.44,62.84,0.57,1.7125,1.5071,1.4751,1.5465
MARE,1997,5,2,MARE,71.02,51.46,60.77,0.93,1.5079,1.4931,1.4699,1.5408
MARE,1997,5,3,MARE,64.9,43.77,54.15,0,1.516,1.4954,1.4665,1.5382
MARE,1997,5,4,MARE,78.49,44.76,62.91,0,1.5293,1.4888,1.4637,1.535
MARE,1997,5,5,MARE,80.1,56.5,68.97,0,1.6481,1.4924,1.4689,1.5399
MARE,1997,5,6,MARE,82.89,56.84,70.48,0,1.8266,1.4911,1.4693,1.5416
MARE,1997,5,7,MARE,79.86,63.45,71.83,0.14,2.0186,1.4864,1.4651,1.5395
MARE,1997,5,8,MARE,74.86,56.64,66.5,0.16,2.1271,1.4881,1.4605,1.5342
MARE,1997,5,9,MARE,68.65,50.49,59.51,0.01,2.1005,1.4918,1.4661,1.538
MARE,1997,5,10,MARE,74.5,41.21,61,0,2.1239,1.4992,1.4663,1.5385
MARE,1997,5,11,MARE,80.06,48.38,66.31,0.02,2.2041,1.4986,1.4629,1.5378
MARE,1997,5,12,MARE,67.93,53.06,58.31,0.1,2.346,1.5389,1.4625,1.5385
MARE,1997,5,13,MARE,82.87,48,68.04,0,2.4076,1.6057,1.4655,1.5389
MARE,1997,5,14,MARE,76.21,56.57,66.93,0,2.5561,1.6705,1.4651,1.541
MARE,1997,5,15,MARE,77.68,56.8,66.24,0,2.738,1.7927,1.4655,1.5425
MARE,1997,5,16,MARE,83.39,49.68,68.49,0,2.8813,1.8919,1.4625,1.535
MARE,1997,5,17,MARE,90.73,64.76,77.62,0,3.0532,1.9789,1.4579,1.5338
MARE,1997,5,18,MARE,88.38,68.76,78.67,0,3.2723,2.096,1.4639,1.5401
MARE,1997,5,19,MARE,74.34,54.09,62.41,0.39,3.1464,2.2234,1.4603,1.5414
MARE,1997,5,20,MARE,73.92,49.87,62.23,0,2.6266,2.3001,1.4601,1.5391
MARE,1997,5,21,MARE,76.19,51.22,64.55,0,2.5759,2.3731,1.4621,1.5436
MARE,1997,5,22,MARE,74.14,60.51,65.37,0,2.6655,2.4369,1.4572,1.541
MARE,1997,5,23,MARE,77.22,57.31,68.61,0,2.7689,2.5156,1.4579,1.5446
MARE,1997,5,24,MARE,83.21,64.4,72.98,0,2.9101,2.6007,1.4544,1.541
MARE,1997,5,25,MARE,82,61.99,71.1,0.51,1.762,2.7097,1.4605,1.5489
MARE,1997,5,26,MARE,87.1,64.85,73.95,0,1.5773,2.7679,1.4554,1.5495
MARE,1997,5,27,MARE,75.58,53.96,64.96,0,1.7257,2.8408,1.4591,1.5508
MARE,1997,5,28,MARE,74.26,49.78,62.03,0,1.885,2.9127,1.4564,1.5491
MARE,1997,5,29,MARE,80.35,52.5,68.26,0.08,2.0552,2.9748,1.4577,1.5491
MARE,1997,5,30,MARE,75.56,59.41,67.51,0.01,2.2775,3.0424,1.4623,1.5512
MARE,1997,5,31,MARE,79.02,57.85,67.9,0,2.5051,3.11,1.4627,1.5508
MARE,1997,6,1,MARE,81.43,54.64,69.34,0,2.8602,3.19,1.4683,1.5519
MARE,1997,6,2,MARE,79.12,56.75,68.47,0,3.2115,3.2745,1.4735,1.5482
MARE,1997,6,3,MARE,78.08,57.94,67.54,0,3.4638,3.3476,1.4968,1.5495
MARE,1997,6,4,MARE,76.66,60.4,66.99,0,3.5395,3.3747,1.5646,1.5506
MARE,1997,6,5,MARE,78.94,56.21,68.33,0,3.563,3.4052,1.6309,1.5534
MARE,1997,6,6,MARE,84.65,55.53,71.39,0,3.5933,3.4408,1.7444,1.5559
MARE,1997,6,7,MARE,88.59,61.2,75.36,0,3.6255,3.4707,1.9419,1.5561
MARE,1997,6,8,MARE,84.31,62.98,72.37,0.21,3.6694,3.4997,2.1668,1.5591
MARE,1997,6,9,MARE,69.35,62.28,65.61,0.12,3.6801,3.5251,2.1951,1.5663
MARE,1997,6,10,MARE,75.34,62.33,67.62,0.02,3.5545,3.5193,2.1851,1.5668
MARE,1997,6,11,MARE,79.59,59.22,69.5,0.13,3.4325,3.5183,2.1983,1.5668
MARE,1997,6,12,MARE,89.38,66.87,78.91,0.13,3.0677,3.5089,2.2793,1.5795
MARE,1997,6,13,MARE,84.65,63.55,73.23,0.74,1.484,3.502,2.3368,1.5979
MARE,1997,6,14,MARE,86.9,63.9,75.45,0,1.5239,3.4669,2.33,1.6106
MARE,1997,6,15,MARE,85.87,68.49,76.45,0,1.6383,3.4302,2.3171,1.6225
MARE,1997,6,16,MARE,87.22,64.78,74.82,0.24,1.7575,3.4142,2.3342,1.6636
MARE,1997,6,17,MARE,81.01,63.9,70.02,0.07,1.7268,3.4099,2.3253,1.6885
MARE,1997,6,18,MARE,89.56,60.64,76.41,0,1.6897,3.4001,2.3464,1.7132
MARE,1997,6,19,MARE,92.16,66.65,80.9,0,1.7987,3.3811,2.3874,1.7565
MARE,1997,6,20,MARE,92.7,74.62,84.21,0,1.945,3.3835,2.4463,1.8133
MARE,1997,6,21,MARE,90.14,74.08,81.51,0,2.158,3.4103,2.5357,1.8774
MARE,1997,6,22,MARE,87.48,66.47,76.86,0,2.5405,3.4545,2.6645,1.9455
MARE,1997,6,23,MARE,85.23,69.26,76.09,0.12,3.0545,3.4739,2.7566,1.9986
MARE,1997,6,24,MARE,88.99,73.29,80.58,0,3.3629,3.4959,2.8578,2.0505
MARE,1997,6,25,MARE,91.45,71.56,80.84,0,3.5135,3.518,3.0001,2.1261
MARE,1997,6,26,MARE,85.69,64.47,73.89,0.36,3.4982,3.5366,3.1279,2.1836
MARE,1997,6,27,MARE,91.72,67.3,78.66,0.23,3.0025,3.5409,3.1733,2.2134
MARE,1997,6,28,MARE,88.18,70.23,77.74,0,1.9377,3.5304,3.2045,2.2434
MARE,1997,6,29,MARE,90.72,66.6,78.61,2.51,2.0625,3.3257,3.1394,2.22
MARE,1997,6,30,MARE,91.78,66.06,78.03,0.4,1.4762,1.5368,1.8435,1.6383
MARE,1997,7,1,MARE,92.8,72.88,83.25,0,1.4719,1.5468,1.6047,1.6358
MARE,1997,7,2,MARE,90.25,71.78,82.69,0,1.5474,1.5553,1.6031,1.6364
MARE,1997,7,3,MARE,93.92,68.68,82.07,0,1.7027,1.602,1.6317,1.6649
MARE,1997,7,4,MARE,78.78,62.37,69.52,0,1.8887,1.7049,1.704,1.7331
MARE,1997,7,5,MARE,81.97,55.9,70.27,0,2.0446,1.8015,1.8073,1.8286
MARE,1997,7,6,MARE,85.57,63.1,73.64,0,2.1903,1.8742,1.9064,1.9044
MARE,1997,7,7,MARE,83.73,64.9,74.2,0,2.3677,1.9337,1.9775,1.9502
MARE,1997,7,8,MARE,94.41,71.64,82.73,0,2.6011,2.005,2.0545,2.002
MARE,1997,7,9,MARE,91.92,72.27,81.74,0,2.9681,2.0962,2.1389,2.0629
MARE,1997,7,10,MARE,89.69,70.34,76.57,0.12,3.3075,2.2044,2.2046,2.1112
MARE,1997,7,11,MARE,89.38,72.14,79.4,0.26,2.4652,2.2795,2.2243,2.1206
MARE,1997,7,12,MARE,92.73,74.37,83.53,0,1.9642,2.3795,2.2725,2.145
MARE,1997,7,13,MARE,94.95,73.83,84.44,0,2.2559,2.5431,2.3306,2.1857
MARE,1997,7,14,MARE,95.16,71.65,84.24,0,2.6987,2.747,2.4011,2.2304
MARE,1997,7,15,MARE,93.2,73.49,82.35,0,3.1987,2.9637,2.4668,2.2702
MARE,1997,7,16,MARE,95.95,70.05,82.97,0,3.4158,3.1569,2.5552,2.3134
MARE,1997,7,17,MARE,90.93,67.24,77.42,2.27,3.3704,3.3005,2.6469,2.3584
MARE,1997,7,18,MARE,81.97,66.87,72.44,0.52,1.4853,1.5413,1.8814,1.6294
MARE,1997,7,19,MARE,82.85,68.2,74.12,1,1.4721,1.531,1.6084,1.6259
MARE,1997,7,20,MARE,91.94,71.11,80.61,0,1.4634,1.5291,1.5907,1.6194
MARE,1997,7,21,MARE,92.64,71.04,78.99,0.49,1.4725,1.5344,1.5949,1.6172
MARE,1997,7,22,MARE,92.8,71.24,80.72,0.01,1.4586,1.5224,1.5812,1.6073
MARE,1997,7,23,MARE,95.05,73.31,84.49,0,1.4821,1.5208,1.581,1.6049
MARE,1997,7,24,MARE,95.9,74.21,84.77,0,1.5962,1.5255,1.5846,1.6053
MARE,1997,7,25,MARE,94.17,73.85,84.3,0,1.744,1.5666,1.5873,1.6111
MARE,1997,7,26,MARE,93.49,72.37,83.63,0,1.8754,1.6293,1.5867,1.6193
MARE,1997,7,27,MARE,94.14,73.83,84.45,0,2.0132,1.7243,1.5905,1.6379
MARE,1997,7,28,MARE,96.04,74.19,82.9,0,2.1777,1.8113,1.6417,1.6885
MARE,1997,7,29,MARE,86.04,72.81,78.55,0,2.3664,1.8704,1.7048,1.758
MARE,1997,7,30,MARE,83.93,65.98,75.34,0,2.584,1.9218,1.7778,1.8106
MARE,1997,7,31,MARE,86.5,61.88,74.54,0,2.8378,1.9919,1.8634,1.8715
MARE,1997,8,1,MARE,90.61,64.78,77.76,0,3.0637,2.05,1.9371,1.9166
MARE,1997,8,2,MARE,89.6,66.78,78,0,3.2947,2.1163,2.0056,1.9666
MARE,1997,8,3,MARE,90,70.56,78.34,0.06,3.4344,2.1816,2.0559,2.0041
MARE,1997,8,4,MARE,94.66,71.29,81.57,0,3.4344,2.2492,2.1027,2.0331
MARE,1997,8,5,MARE,88.88,69.51,78.8,0,3.4819,2.3396,2.1658,2.0805
MARE,1997,8,6,MARE,72.5,60.19,66.24,1.01,2.9517,2.4582,2.2052,2.1165
MARE,1997,8,7,MARE,74.93,56.98,65.62,0.06,1.4954,2.5397,2.213,2.1129
MARE,1997,8,8,MARE,73.94,62.71,67.08,0,1.5041,2.58,2.2257,2.1237
MARE,1997,8,9,MARE,87.66,60.82,74.56,0,1.5615,2.6011,2.2373,2.1331
MARE,1997,8,10,MARE,86.85,70.59,77.55,0.91,1.5655,2.1257,1.966,1.9147
MARE,1997,8,11,MARE,85.24,69.69,76.64,0.61,1.4866,1.5611,1.6311,1.6368
MARE,1997,8,12,MARE,85.06,70.09,76.77,0.48,1.467,1.5491,1.6168,1.6251
MARE,1997,8,13,MARE,83.68,65.5,74.25,0,1.467,1.5498,1.614,1.6225
MARE,1997,8,14,MARE,90.27,69.1,79.19,0.47,1.4668,1.54,1.6063,1.6123
MARE,1997,8,15,MARE,93.22,76.23,85.14,0,1.4802,1.5368,1.5985,1.6062
MARE,1997,8,16,MARE,91.54,79.02,85.19,0,1.5858,1.5342,1.5961,1.6023
MARE,1997,8,17,MARE,85.44,68.74,77.93,0.02,1.7419,1.5566,1.5969,1.6049
MARE,1997,8,18,MARE,82.63,73,75.89,0.44,1.8432,1.5843,1.5939,1.6055
MARE,1997,8,19,MARE,87.93,72.5,78.14,0.57,1.4702,1.5442,1.5889,1.6076
MARE,1997,8,20,MARE,87.62,71.24,78.51,0,1.4614,1.5364,1.582,1.5966
MARE,1997,8,21,MARE,83.8,68.23,73.95,0.08,-996,-996,1.584,1.6025
MARE,1997,8,22,MARE,80.38,65.66,71.81,1.11,-996,-996,1.5762,1.5927
MARE,1997,8,23,MARE,84.83,62.73,73.71,0,-996,-996,1.5718,1.5866
MARE,1997,8,24,MARE,87.08,64.85,75.37,0,-996,-996,1.5704,1.5864
MARE,1997,8,25,MARE,87.26,66.56,75.66,0,-996,-996,1.5712,1.5868
MARE,1997,8,26,MARE,89.17,63.97,76.13,0,-996,-996,1.5724,1.5883
MARE,1997,8,27,MARE,90.57,65.61,77.2,0,-996,-996,1.5726,1.5895
MARE,1997,8,28,MARE,91.71,64.94,78.46,0,-996,-996,1.5794,1.5962
MARE,1997,8,29,MARE,93.45,66.38,80.09,0,-996,-996,1.5816,1.6034
MARE,1997,8,30,MARE,95.72,70.07,82.49,0,-996,-996,1.582,1.623
MARE,1997,8,31,MARE,86.83,73.24,78.34,0,-996,-996,1.6055,1.6406
MARE,1997,9,1,MARE,93.67,73.81,81.04,0.03,-996,-996,1.6552,1.6609
MARE,1997,9,2,MARE,97.59,69.85,82.33,0,-996,-996,1.7169,1.7122
MARE,1997,9,3,MARE,78.62,69.31,73.88,0.46,-996,-996,1.781,1.7528
MARE,1997,9,4,MARE,81.82,58.64,70.17,0,-996,-996,1.8033,1.7588
MARE,1997,9,5,MARE,84.07,60.39,71.21,0,-996,-996,1.8423,1.7778
MARE,1997,9,6,MARE,86.9,62.6,74.06,0,-996,-996,1.8806,1.7956
MARE,1997,9,7,MARE,92.93,65.28,78.3,0,-996,-996,1.9174,1.821
MARE,1997,9,8,MARE,95.85,68.9,80.91,0.05,-996,-996,1.965,1.8542
MARE,1997,9,9,MARE,83.21,61.34,73.12,0.23,-996,-996,2.0052,1.8802
MARE,1997,9,10,MARE,80.4,56.12,67.85,0,-996,-996,2.0291,1.891
MARE,1997,9,11,MARE,82.51,53.91,68.49,0,-996,-996,2.0607,1.9062
MARE,1997,9,12,MARE,89.1,58.64,73.74,0.03,-996,-996,2.0944,1.9304
MARE,1997,9,13,MARE,86.29,69.98,76.63,0.12,-996,-996,2.1204,1.9481
MARE,1997,9,14,MARE,92.37,66.25,78.38,0,-996,-996,2.1419,1.9639
MARE,1997,9,15,MARE,95.23,68.41,81.15,0,-996,-996,2.166,1.9824
MARE,1997,9,16,MARE,96.35,72.39,83.52,0,-996,-996,2.21,2.0132
MARE,1997,9,17,MARE,91.27,70.68,80.05,0,-996,-996,2.2409,2.0365
MARE,1997,9,19,MARE,97.05,76.77,85.13,0,3.5986,3.116,2.3113,2.1027
MARE,1997,9,20,MARE,79.79,54.32,65.67,0,3.6618,3.2196,2.3513,2.1393
MARE,1997,9,21,MARE,72.64,54.75,63.75,0,3.7004,3.2783,2.375,2.1576
MARE,1997,9,22,MARE,75.45,63.61,68.88,0.52,3.6603,3.2932,2.3906,2.1682
MARE,1997,9,23,MARE,66,63.25,64.76,2.5,1.4988,1.7019,1.7074,1.676
MARE,1997,9,24,MARE,64.58,60.26,62.21,0.02,1.4968,1.5637,1.6254,1.6296
MARE,1997,9,25,MARE,72.7,57.2,63.75,0,1.4966,1.5617,1.6188,1.6249
MARE,1997,9,26,MARE,82.31,54.12,67.15,0,1.5107,1.5664,1.6186,1.6253
MARE,1997,9,27,MARE,86.97,56.86,71.04,0,1.5561,1.5626,1.6176,1.6247
MARE,1997,9,28,MARE,77.68,56.48,68.05,0,1.647,1.5541,1.6076,1.6189
MARE,1997,9,29,MARE,86.72,51.85,69.27,0,1.7485,1.5628,1.6084,1.6243
MARE,1997,9,30,MARE,86.68,59.02,72.32,0,1.8341,1.5939,1.609,1.6292
MARE,1997,10,1,MARE,86.13,58.1,71.83,0,1.9275,1.6266,1.6118,1.6455
MARE,1997,10,2,MARE,92.5,65.75,77.56,0,2.0038,1.6573,1.615,1.6547
MARE,1997,10,3,MARE,89.82,69.19,78.36,0,2.109,1.7206,1.619,1.6737
MARE,1997,10,4,MARE,88.48,63.1,75.26,0,2.2231,1.7723,1.6403,1.7118
MARE,1997,10,5,MARE,88.79,57.83,73.33,0,2.3483,1.8239,1.6799,1.7456
MARE,1997,10,6,MARE,85.55,65.8,74.58,0,2.4622,1.8631,1.7179,1.768
MARE,1997,10,7,MARE,76.77,64.99,69.22,0.12,2.5846,1.8919,1.7502,1.7854
MARE,1997,10,8,MARE,81.61,66.15,71.54,0.98,2.3585,1.8595,1.7549,1.7761
MARE,1997,10,9,MARE,73.4,62.24,67.42,0,1.5158,1.5679,1.6339,1.647
MARE,1997,10,10,MARE,84.15,65.12,72.36,0.02,1.5086,1.5647,1.6268,1.6366
MARE,1997,10,11,MARE,75.78,66.6,69.59,0.51,1.5094,1.563,1.6252,1.6341
MARE,1997,10,12,MARE,71.62,47.26,62.5,1.43,1.4958,1.5517,1.6106,1.6176
MARE,1997,10,13,MARE,62.28,43.26,51.55,0,1.5015,1.5551,1.6031,1.6138
MARE,1997,10,14,MARE,72.99,43.01,57.25,0,1.5081,1.5517,1.5973,1.6051
MARE,1997,10,15,MARE,78.35,46.72,61.4,0,1.5197,1.5491,1.5953,1.6025
MARE,1997,10,16,MARE,69.71,47.03,57.84,0,1.5493,1.5489,1.5965,1.6021
MARE,1997,10,17,MARE,68.16,48.02,56.42,0,1.6078,1.5521,1.5941,1.601
MARE,1997,10,18,MARE,71.49,43.48,56.86,0,1.6647,1.5491,1.5935,1.5983
MARE,1997,10,19,MARE,69.37,46.85,56.55,0,1.7325,1.5545,1.5933,1.6
MARE,1997,10,20,MARE,58.82,48.18,53.37,0,1.7957,1.5551,1.5909,1.5996
MARE,1997,10,21,MARE,60.26,40,50.26,0,1.8577,1.5579,1.5899,1.5995
MARE,1997,10,22,MARE,63.84,39.78,50.18,0,1.9123,1.5647,1.5897,1.6013
MARE,1997,10,23,MARE,54.84,46.42,52.18,0.13,1.9569,1.5692,1.5949,1.6051
MARE,1997,10,24,MARE,59.23,53.47,55.87,0.01,1.9633,1.5681,1.5931,1.6027
MARE,1997,10,25,MARE,67.86,34.19,52.5,0.03,1.9595,1.5745,1.5949,1.6074
MARE,1997,10,26,MARE,41.51,33.69,37.68,0.01,1.9799,1.5824,1.5943,1.6045
MARE,1997,10,27,MARE,55.44,33.32,40.88,0,1.9821,1.5826,1.5975,1.6104
MARE,1997,10,28,MARE,67.71,35.79,49.37,0,1.9883,1.5937,1.5951,1.611
MARE,1997,10,29,MARE,59.47,37.12,48.71,0,1.9987,1.6121,1.5963,1.6117
MARE,1997,10,30,MARE,75.18,48.92,61.66,0,1.9825,1.6138,1.5947,1.6104
MARE,1997,10,31,MARE,78.8,44.14,60.53,0,2.0043,1.6183,1.5941,1.6128
MARE,1997,11,1,MARE,67.23,44.68,55.3,0,2.0525,1.6364,1.5987,1.6168
MARE,1997,11,2,MARE,63.28,43.39,51.81,0,2.1017,1.6449,1.6007,1.62
MARE,1997,11,3,MARE,59.61,37.44,48.66,0,2.1414,1.6511,1.5987,1.6187
MARE,1997,11,4,MARE,74.66,35.32,53.79,0,2.1794,1.6594,1.6023,1.6202
MARE,1997,11,5,MARE,59.04,35.91,49.71,0,2.2063,1.6703,1.6049,1.6228
MARE,1997,11,6,MARE,47.21,31.11,39,0,2.2702,1.6876,1.6078,1.6266
MARE,1997,11,7,MARE,47.23,28.64,36.8,0,2.3116,1.6974,1.6102,1.6309
MARE,1997,11,8,MARE,65.39,33.69,47.82,0,2.3199,1.7049,1.6148,1.6362
MARE,1997,11,9,MARE,48.67,39.43,43.94,0.34,2.3487,1.7102,1.6166,1.6404
MARE,1997,11,10,MARE,42.76,26.82,36.06,0.06,2.3103,1.7194,1.619,1.6428
MARE,1997,11,11,MARE,46.56,22.66,35.26,0,2.1927,1.7245,1.6254,1.6475
MARE,1997,11,12,MARE,39.74,31.91,36.23,0.03,2.1163,1.7221,1.6262,1.6506
MARE,1997,11,13,MARE,40.79,36.85,38.81,0.39,1.747,1.7078,1.6293,1.653
MARE,1997,11,14,MARE,40.26,27.74,33.57,0,1.5514,1.5939,1.6325,1.6549
MARE,1997,11,15,MARE,39.51,24.79,30.49,0,1.5519,1.5867,1.6329,1.657
MARE,1997,11,16,MARE,45.27,17.38,30.74,0,1.552,1.5823,1.6323,1.6611
MARE,1997,11,17,MARE,51.24,20.87,35.67,0,1.5616,1.5846,1.6379,1.6651
MARE,1997,11,18,MARE,59.16,29.51,42.26,0,1.5655,1.5836,1.6403,1.6658
MARE,1997,11,19,MARE,66.67,34.89,48.34,0,1.5702,1.5776,1.6409,1.6688
MARE,1997,11,20,MARE,50.7,39.05,45.73,0,1.5809,1.575,1.649,1.6732
MARE,1997,11,21,MARE,55.44,35.83,43.23,0,1.5861,1.5745,1.6473,1.6715
MARE,1997,11,22,MARE,61.32,36.15,45.7,0,1.6013,1.5767,1.6459,1.673
MARE,1997,11,23,MARE,66.42,33.35,49.41,0,1.6184,1.5739,1.6427,1.6717
MARE,1997,11,24,MARE,67.73,44.83,53.64,0,1.6353,1.5683,1.6447,1.6751
MARE,1997,11,25,MARE,68.4,38.29,54.51,0,1.6557,1.573,1.6485,1.6756
MARE,1997,11,26,MARE,59.85,45.89,51.51,0,1.6677,1.5688,1.6435,1.6732
MARE,1997,11,27,MARE,70.47,46.44,60.32,0,1.6845,1.5701,1.6449,1.6737
MARE,1997,11,28,MARE,68.68,47.1,60.58,0.12,1.6833,1.5671,1.6391,1.6709
MARE,1997,11,29,MARE,55.06,43.24,47.38,0,1.6581,1.5726,1.6455,1.6762
MARE,1997,11,30,MARE,49.98,42.55,46.26,0,1.6502,1.5775,1.6443,1.6741
MARE,1997,12,1,MARE,47.46,36.51,42.63,0,1.6619,1.5826,1.6421,1.6753
MARE,1997,12,2,MARE,47.53,40.94,44.16,0.64,1.6274,1.5805,1.6407,1.6722
MARE,1997,12,3,MARE,45.49,26.51,36.94,0.01,1.5551,1.5679,1.6417,1.6741
MARE,1997,12,4,MARE,49.91,26.08,34.67,0,1.5505,1.5675,1.6369,1.6747
MARE,1997,12,5,MARE,37.71,20.1,27.94,0,1.5527,1.5681,1.6274,1.669
MARE,1997,12,6,MARE,43.64,18.46,31.48,0,1.5561,1.5675,1.6275,1.66
MARE,1997,12,7,MARE,39.16,34.4,36.09,0.35,1.5577,1.5686,1.626,1.6532
MARE,1997,12,8,MARE,41.86,34.82,38.63,0.05,1.5473,1.5619,1.6252,1.6487
MARE,1997,12,9,MARE,59.68,36.02,43.42,0.02,1.5373,1.5571,1.6164,1.6347
MARE,1997,12,10,MARE,36.02,31.76,33.27,0,1.5437,1.5575,1.616,1.627
MARE,1997,12,11,MARE,35.29,29.18,31.71,0.04,1.5447,1.5589,1.609,1.6225
MARE,1997,12,12,MARE,32.24,20.35,27.72,0,1.5518,1.5619,1.6088,1.6236
MARE,1997,12,13,MARE,48.99,17.51,31.58,0,1.5525,1.5576,1.6019,1.6172
